"ID","Gene","Chromosome","Start","End","Strand","Length","BioType","Description","Ws4_L_M1","Ws4_L_M2","Ws4_L_M3","Ws4_L_SC1","Ws4_L_SC2","Ws4_L_SC3","per5_L_M1","per5_L_M2","per5_L_M3","per5_L_SC1","per5_L_SC2","per5_L_SC3","per5_L_M_vs_Ws4_L_M_pvalue","per5_L_M_vs_Ws4_L_M_padj","per5_L_M_vs_Ws4_L_M_log2FoldChange","Ws4_L_SC_vs_Ws4_L_M_pvalue","Ws4_L_SC_vs_Ws4_L_M_padj","Ws4_L_SC_vs_Ws4_L_M_log2FoldChange","per5_L_SC_vs_Ws4_L_SC_pvalue","per5_L_SC_vs_Ws4_L_SC_padj","per5_L_SC_vs_Ws4_L_SC_log2FoldChange","per5_L_SC_vs_per5_L_M_pvalue","per5_L_SC_vs_per5_L_M_padj","per5_L_SC_vs_per5_L_M_log2FoldChange","cl"
"AT5G58410.1",NA,"5",23609663,23617386,"+",7723,"protein_coding","E3 ubiquitin-protein ligase listerin [Source:UniProtKB/Swiss-Prot;Acc:Q9FGI1]",43.1996714780617,0,4.53570878721337,4.51788535605183,0,32.4646373945003,0,29.2740698109939,122.111609406989,28.3010245624252,0.864451175790377,0,0.3738749452186,0.99997831504248,1.84945512942368,0.178830631363778,0.837958262801275,-3.30862214067612,0.257564381310295,0.831932128914769,-2.47238909940203,0.00199729545171439,0.0337455073309609,-7.63046636950183,4
"AT5G46270.5",NA,"5",18764287,18769090,"-",4803,"protein_coding","Disease resistance protein (TIR-NBS-LRR class) family [Source:TAIR;Acc:AT5G46270]",72.8745383175388,18.7804082617676,101.580252887433,40.6390722297572,0,4.50890983883042,103.036429704722,37.9453468958001,15.2684920806892,12.5829030899504,0.86461720500103,0,0.357021291975938,0.99997831504248,-0.948958100300198,0.000128689284860761,0.00937915261692614,-5.02416808052519,0.0566622873398364,0.500217468317908,-2.34671349722166,2.53973833731976e-06,0.000156187652232019,-6.42192347744665,1
"AT1G61890.3","DTX37","1",22867770,22871298,"-",3528,"protein_coding","Protein DETOXIFICATION 37 [Source:UniProtKB/Swiss-Prot;Acc:O80695]",17.0825305486186,0,28.1052671690387,20.2980072566838,0,17.133348290544,14.7166765974562,24.9322464770015,18.3329268721544,97.5888290368754,0,2.24521291797354,0.430872262576556,0.99997831504248,1.20921298976365,0.0357873876582649,0.458242871420415,-3.95473155881681,0.437960522822297,0.919389459231966,-1.23945737517144,0.000533157772114697,0.0123744863724416,-6.40340192375189,1
"AT2G29090.3","CYP707A2","2",12494851,12498583,"-",3732,"protein_coding","Abscisic acid 8'-hydroxylase 2 [Source:UniProtKB/Swiss-Prot;Acc:O81077]",17.965495094132,0,9.06161588561289,21.3954445272793,0,21.641257966436,22.0693823335934,17.3411351938715,9.17362604701649,4.20146429939631,0,12.730963341152,0.572504727303596,0.99997831504248,0.76198638037944,0.0990332125862603,NA,-2.80758540140813,0.0818789861576068,0.580714603161213,-2.51804094398385,0.000371585548262142,0.00950531503864858,-6.08761272577141,4
"AT1G05750.2","PDE247","1",1721509,1724734,"+",3225,"protein_coding","Pentatricopeptide repeat-containing protein At1g05750, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9MA50]",9.89305853732318,0,16.3221480606871,9.02589592072006,14.5265728438581,54.1060786089851,46.6070575751873,44.4472172300598,38.6920380392792,6.29385894362974,0,4.48940512968504,0.0381503326347115,0.99997831504248,2.15698974366289,0.580915353598793,0.99127305660066,0.637609864508888,0.000654955949011762,0.037231960971264,-3.84256298579736,1.63526328255705e-05,0.000755022670042672,-5.36194286495136,6
"AT3G54750.5",NA,"3",20264689,20268881,"-",4192,"protein_coding","Downstream neighbor of Son [Source:UniProtKB/TrEMBL;Acc:F4JE17]",58.4385915775917,7.04192210204855,21.7585701380264,46.2323005024262,0,36.0701618851802,61.3189951964663,0,52.9630866973441,7.34562045583398,0,29.9367693917112,0.0556606097628461,0.99997831504248,-2.52389459184265,0.0011912444208278,0.0536669697993239,-5.39903139507193,0.0786402447052812,0.570816299345678,-2.44533628586625,0.000977744341182486,0.0197191605094057,-5.32047308909553,1
"AT3G55160.3",NA,"3",20444502,20452626,"-",8124,"protein_coding","Thyroid adenoma-associated-like protein [Source:UniProtKB/TrEMBL;Acc:F4JFA0]",142.214700450181,137.34092000414,149.687778152567,66.6504692271496,0,114.52858206852,50.2980515343754,144.205008883269,83.4348741164269,31.4417930868499,0,22.4342268180002,0.182095313533058,0.99997831504248,-1.63320130987415,0.00112867613735352,0.0516233891702755,-4.45298744894559,0.0560039417827409,0.496676861825704,-2.42469743048648,0.000167676215624259,0.00499587082542541,-5.24448356955792,1
"AT1G73750.2",NA,"1",27736546,27739210,"+",2664,"protein_coding","Uncharacterised conserved protein UCP031088, alpha/beta hydrolase [Source:TAIR;Acc:AT1G73750]",58.4206089632201,5.86800039866567,9.06449235638159,11.2707063438495,0,4.50870851832234,13.4889980735292,10.8393968583118,18.3382911961085,5.24862788145028,0,3.74291267623639,0.37177535161365,0.99997831504248,-0.926122423868642,0.00237263611394801,NA,-4.23308193700504,0.235378376906536,0.811845369215617,-1.45071097773018,0.000533280492500287,0.0123744863724416,-4.75767049086658,1
"AT1G17460.1","TRFL3","1",5998765,6002732,"+",3967,"protein_coding","TRF-like 3 [Source:UniProtKB/TrEMBL;Acc:F4I7K3]",34.1656111817486,0,10.8795573496553,2.25539134018402,1.11762749930888,18.936872162705,56.4141852027905,31.4364094572476,29.5359680370205,53.5155179106823,0,23.2002687027161,0.305311393680603,0.99997831504248,1.3490845568037,0.0640351072097673,0.588592792114215,-3.0774849210843,0.83711172928647,0.991549536097673,-0.27928194940197,0.00225141378639246,0.0368611799466538,-4.70585142728997,1
"AT2G23760.4","BLH4","2",10107709,10113005,"-",5296,"protein_coding","BEL1-like homeodomain 4 [Source:TAIR;Acc:AT2G23760]",15.2868778331582,11.7368713264641,9.97376250714724,16.9193793196038,0,26.1510902066121,40.4727486220849,16.2606808643393,16.2936063872845,5.24577537184169,0,9.72812433711585,0.857722251113973,0.99997831504248,-0.200507479283649,0.0527952378809367,NA,-2.56278110414852,0.0737042615745294,0.556533563585939,-2.17267070189452,0.00078906226288842,0.0167813514308331,-4.53494432675938,4
"AT2G43410.6","FPA","2",18026397,18031245,"-",4848,"protein_coding","Flowering time control protein FPA [Source:UniProtKB/Swiss-Prot;Acc:Q8LPQ9]",91.7410728995458,45.7752620865275,36.2726563308464,31.5935870639249,0,87.471722750768,94.4422074886836,4.33636394727508,57.0169020397044,53.494353982069,0,44.8921647387601,0.00645812285503288,0.800130668772598,-3.42655475486959,5.76096597348043e-05,0.00510649344370247,-6.15717098151993,0.206774934979691,0.786188600193429,-1.64517056398484,0.00273398899078277,0.0427418706404332,-4.37578679063518,7
"AT1G55325.1","GCT","1",20637437,20647219,"+",9782,"protein_coding","RNA polymerase II transcription mediators [Source:TAIR;Acc:AT1G55325]",15.3007668607504,10.5646031132567,13.6075702967685,18.0731860794112,0,8.11617983990388,11.0408689347271,23.8532133289154,22.3860037001982,4.19248153357186,0,6.73052202353753,0.949748095157839,0.99997831504248,-0.0697296936684738,0.0500316533065945,NA,-2.59091183831831,0.143657403441566,0.705257999762332,-1.79458764009927,0.00139710561895416,0.0257115144759533,-4.31576978474911,4
"AT5G08130.2","BIM1","5",2606200,2610123,"-",3923,"protein_coding","basic helix-loop-helix (bHLH) DNA-binding superfamily protein [Source:TAIR;Acc:AT5G08130]",146.587888555931,0,136.013045781646,100.4031079986,0,74.8465333269334,120.194993076525,94.3136673634452,125.246900273138,77.6295848598848,23.3501119981139,148.156996508708,0.729321696765593,0.99997831504248,0.344793868862145,0.0011227162126402,0.0514583251358619,-3.94980187194553,0.918918785948831,0.997630141163044,0.10331304190705,0.000215729991314614,0.00612084820811735,-4.19128269890062,1
"AT3G06110.3","DSPTP1B","3",1843413,1845014,"+",1601,"protein_coding","Dual specificity protein phosphatase 1B [Source:UniProtKB/Swiss-Prot;Acc:Q9M8K7]",35.8204070531943,55.1278081858186,75.9859610157895,7.84463547612407,6.72129263005959,57.7025449327205,31.8503715396456,19.4972218419698,27.595037139493,0,1.73368120339952,8.25574869778218,0.0648651487014284,0.99997831504248,-1.47840863668391,0.00430854745378663,0.131903844338215,-2.58066881539468,0.00119299198254707,0.0555888321592388,-3.05817385307088,4.39648390581252e-05,0.00169662148624925,-4.16043403178165,4
"AT1G75380.4","BBD1","1",28281195,28284168,"-",2973,"protein_coding","Bifunctional nuclease 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FWS6]",521.106761212188,1367.17204050148,1681.12590162215,1854.12268907968,354.434158360301,1202.90437482966,1655.30085254317,527.842069934663,1988.28114299483,617.476760261963,20.7667166773954,157.990629939982,0.386136392909465,0.99997831504248,-0.823425185204779,0.0835953923854882,0.657440841940451,-1.79004868431684,0.00137005709867411,0.0613364024175644,-3.07534556870221,0.000124559352891063,0.00389724050499256,-4.04196906781427,4
"AT3G28345.1","ABCB15","3",10593690,10599042,"-",5352,"protein_coding","ABC transporter B family member 15 [Source:UniProtKB/Swiss-Prot;Acc:Q9LHD1]",46.7898147780655,111.510844584997,55.3290776029077,15.8073638568265,18.9909214030856,27.9554026731573,18.4000501701885,42.2830408819218,67.1736652986698,1.04842527366834,0,8.22775473798026,0.129238426285871,0.99997831504248,-1.11831716766343,0.0142107870774801,0.273327577523039,-2.0105126380675,0.000694120200574449,0.0386493717149017,-2.99947428794328,3.60796539664653e-05,0.00145435419655997,-3.89166975834735,4
"AT2G42610.2","LSH10","2",17747917,17750440,"+",2523,"protein_coding","LSH10 [Source:UniProtKB/TrEMBL;Acc:A0A178VLX9]",23.3131399110949,2.34637331009468,11.7680919529155,32.5638691587617,0,14.4263249473703,31.8616212525687,21.6687684547757,14.2924978265643,5.26213589213155,1.73251163342342,22.4951063114904,0.633364687007595,0.99997831504248,0.517436722831777,0.0890210169308178,NA,-2.23808119480644,0.327006054166886,0.877185685192459,-1.10474166927698,0.0024187278430863,0.0389869572538276,-3.8602595869152,4
"AT2G47300.2",NA,"2",19418443,19422241,"+",3798,"protein_coding","Ribonuclease Ps [Source:UniProtKB/TrEMBL;Acc:F4IL30]",48.5710687960329,19.953457150733,33.5530921207318,47.3938637899859,0,23.4460770327959,28.2103838190248,30.3548233256544,28.5072932790533,36.7099507142866,0,17.9562722602845,0.373171463654578,0.99997831504248,-0.950516554106923,0.00561905120971081,0.158448929858048,-3.48595597159582,0.268023062266266,0.841748659441596,-1.23597695911156,0.00232386674250251,0.0378735671193229,-3.77141637660046,1
"AT4G20070.2","AAH","4",10861386,10864742,"+",3356,"protein_coding","Allantoate deiminase [Source:UniProtKB/Swiss-Prot;Acc:O49434]",4.49407668368622,0,33.5393974297433,5.6357159240715,0,31.561017107871,12.2628681299505,21.6789666574187,23.4314267285343,7.34775242479665,5.19052549785491,9.73129098061394,0.497872933462305,0.99997831504248,0.700202012456361,0.0821472232824248,NA,-2.2498400669932,0.496155596778174,0.939648820956466,-0.729671608801427,0.00234950863087807,0.0381873703812994,-3.67971368825099,1
"AT3G51270.3",NA,"3",19033568,19036932,"+",3364,"protein_coding","Protein serine/threonine kinase [Source:UniProtKB/TrEMBL;Acc:F4J3A9]",112.308985951011,55.1564060545372,74.3144809465052,95.7495321637075,43.6051254319799,214.611253212077,90.7353534632569,132.231827430334,186.494736692502,68.2574974073335,0,44.1770579805562,0.876590687245792,0.99997831504248,0.137377047650695,0.37907957745019,0.96090189258756,-0.85202686504452,0.00496545930742279,0.139418461651652,-2.53859681646751,0.000377271454412068,0.00959362419348751,-3.52800072916272,4
"AT4G14060.1",NA,"4",8107254,8108379,"+",1125,"protein_coding","AT4g14060/dl3070w [Source:UniProtKB/TrEMBL;Acc:O23267]",14.3288698896718,29.3235266653555,8.14157981459537,11.207487903988,8.96146686011651,29.752940270532,18.3754720975807,30.3293037225042,15.3299154049334,0,0.866816921723873,5.25347408009137,0.851278310219001,0.99997831504248,0.177304588858309,0.804939106699967,NA,-0.256982331366731,0.00528570658013591,0.145172822072857,-3.0643193437817,0.00299079347668093,0.0453423527078999,-3.49860626400674,6
